path,dataset,beta
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Google_372.png,rtts,0.36592436
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Baidu_327.png,rtts,0.25600475
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Baidu_345.png,rtts,0.85885006
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Baidu_373.png,rtts,1.50491679
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Google_380.png,rtts,0.68876952
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Google_521.png,rtts,0.66346157
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/DJ_Baidu_023.png,rtts,1.01980126
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/DJ_Baidu_189.png,rtts,1.07828379
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Bing_206.png,rtts,1.09827197
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Bing_405.png,rtts,0.64372766
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_004.png,rtts,0.78503048
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_025.png,rtts,0.56009209
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_031.png,rtts,0.93696254
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_123.png,rtts,0.96479321
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_150.png,rtts,1.46379876
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_431.png,rtts,1.77105856
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_520.png,rtts,0.43528917
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_569.png,rtts,1.37816954
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_713.png,rtts,0.44128844
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_724.png,rtts,0.71966183
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_792.png,rtts,1.54613185
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GRCN_Google_098.png,rtts,0.89445060
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GRCN_Google_385.png,rtts,1.32330871
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_037.png,rtts,1.13314605
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_052.png,rtts,0.89422399
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_071.png,rtts,0.86075193
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1135.png,rtts,0.49880224
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1158.png,rtts,0.63614804
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1171.png,rtts,0.90727931
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1177.png,rtts,0.87120146
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1191.png,rtts,1.20191634
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1257.png,rtts,1.18847382
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_163.png,rtts,0.94482708
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_200.png,rtts,0.78735310
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_211.png,rtts,1.03249478
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_217.png,rtts,0.69143361
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_229.png,rtts,0.70032197
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_330.png,rtts,0.52966005
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_427.png,rtts,0.85099030
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_456.png,rtts,0.87219536
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_653.png,rtts,0.65803421
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_663.png,rtts,0.61544776
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_684.png,rtts,0.66491723
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_751.png,rtts,1.30520678
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_769.png,rtts,0.93726158
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_879.png,rtts,0.70233810
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_894.png,rtts,0.70306957
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_905.png,rtts,0.86243099
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_955.png,rtts,1.06753862
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_046.png,rtts,1.36483407
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_059.png,rtts,0.82626700
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_092.png,rtts,1.04828525
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_198.png,rtts,1.76947260
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_327.png,rtts,0.97358513
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_349.png,rtts,0.87592238
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_355.png,rtts,0.82234114
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_413.png,rtts,0.91258788
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_528.png,rtts,1.13315117
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_754.png,rtts,0.83082670
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_787.png,rtts,0.75422233
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_009.png,rtts,0.93522698
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_335.png,rtts,0.71557432
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_396.png,rtts,0.62469709
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_49.png,rtts,1.12272418
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_605.png,rtts,0.74717045
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_723.png,rtts,1.22000861
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HC_Google_345.png,rtts,1.15659368
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HC_Google_465.png,rtts,0.97743863
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HC_Google_696.png,rtts,1.26568913
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_05.png,rtts,0.66199660
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_09.png,rtts,0.82693028
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_107.png,rtts,0.62668943
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_165.png,rtts,0.98407161
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_218.png,rtts,0.88173574
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_500.png,rtts,0.87806213
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_508.png,rtts,0.86044449
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_569.png,rtts,1.19231892
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_669.png,rtts,0.59896719
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_678.png,rtts,0.89336133
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_804.png,rtts,0.95472854
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_806.png,rtts,0.66559136
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Bing_027.png,rtts,0.82763416
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Bing_217.png,rtts,0.84812009
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Bing_465.png,rtts,0.63021857
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Bing_688.png,rtts,1.47795892
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Google_139.png,rtts,0.74450845
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Google_272.png,rtts,0.83886880
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Google_378.png,rtts,1.50663555
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Google_391.png,rtts,1.07110298
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Google_599.png,rtts,0.59039664
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Baidu_148.png,rtts,1.17024982
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Baidu_290.png,rtts,1.05606496
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Baidu_30.png,rtts,1.03794944
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Baidu_305.png,rtts,1.42822719
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Baidu_454.png,rtts,1.06260705
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Bing_420.png,rtts,0.74141145
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Bing_627.png,rtts,0.66250241
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Bing_826.png,rtts,1.33857810
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_103.png,rtts,0.57582992
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_121.png,rtts,0.73905450
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_179.png,rtts,0.60042989
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_231.png,rtts,0.45285261
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_272.png,rtts,1.18853557
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_331.png,rtts,0.64415258
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_427.png,rtts,0.62407970
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_501.png,rtts,0.72462869
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_527.png,rtts,0.99110836
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_556.png,rtts,0.44117618
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_571.png,rtts,0.61840397
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HF_Google_610.png,rtts,1.00593722
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Bing_453.png,rtts,1.35665309
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_328.png,rtts,0.94593364
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_433.png,rtts,1.04200327
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_560.png,rtts,1.27130008
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_597.png,rtts,0.66629982
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_636.png,rtts,1.13916337
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_646.png,rtts,0.83050871
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_649.png,rtts,0.63904476
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HazeDr_Google_651.png,rtts,0.93420190
