path,dataset,beta
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Baidu_279.png,rtts,0.70596868
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Baidu_309.png,rtts,0.84092313
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Baidu_491.png,rtts,0.67417485
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Baidu_559.png,rtts,1.00920451
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Baidu_613.png,rtts,0.91839844
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Baidu_800.png,rtts,0.93424344
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Baidu_909.png,rtts,0.67509991
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_059.png,rtts,0.84699261
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_116.png,rtts,0.86435378
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_124.png,rtts,0.75529158
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_137.png,rtts,0.37979010
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_145.png,rtts,0.60184270
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_192.png,rtts,1.18535030
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_206.png,rtts,1.03603375
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_224.png,rtts,0.87131226
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_236.png,rtts,1.06471336
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_261.png,rtts,0.46455127
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_461.png,rtts,0.30875036
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_471.png,rtts,0.64680821
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_504.png,rtts,0.68067932
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_544.png,rtts,1.27449870
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_660.png,rtts,1.44445264
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Bing_760.png,rtts,0.33620360
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_098.png,rtts,0.72876906
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_132.png,rtts,1.30678773
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_24.png,rtts,1.04952192
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_293.png,rtts,1.34563279
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_303.png,rtts,0.78881669
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_326.png,rtts,1.42268670
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_331.png,rtts,1.40333903
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_357.png,rtts,1.52163184
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_44.png,rtts,1.34527922
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_446.png,rtts,1.11579776
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_455.png,rtts,1.46568847
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_535.png,rtts,0.77594036
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_576.png,rtts,1.13288128
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_579.png,rtts,1.13110614
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BJ_Google_635.png,rtts,0.92730045
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BL_Baidu_068.png,rtts,0.62685573
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BL_Baidu_070.png,rtts,1.20677781
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BL_Baidu_176.png,rtts,0.53541046
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BL_Bing_020.png,rtts,1.05104601
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BL_Bing_075.png,rtts,1.05813074
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/BL_Bing_350.png,rtts,0.83656991
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_01.png,rtts,0.96897054
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_016.png,rtts,1.20588493
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_066.png,rtts,0.95073897
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_075.png,rtts,1.03707695
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_095.png,rtts,0.57458985
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_12.png,rtts,0.55781931
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_151.png,rtts,0.23895340
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_189.png,rtts,1.05476832
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_221.png,rtts,1.26018405
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_254.png,rtts,0.85669911
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Baidu_296.png,rtts,0.77915663
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_046.png,rtts,1.92234826
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_218.png,rtts,1.40392876
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_290.png,rtts,0.67693192
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_375.png,rtts,0.79843998
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_384.png,rtts,0.68824464
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_390.png,rtts,1.06957507
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_409.png,rtts,1.15038610
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_512.png,rtts,0.84124053
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_524.png,rtts,1.14559031
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_731.png,rtts,1.12880290
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Bing_837.png,rtts,0.80951190
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CC_Google_038.png,rtts,0.63463992
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Baidu_019.png,rtts,0.54205537
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Baidu_137.png,rtts,0.47340643
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Baidu_221.png,rtts,1.00848794
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Baidu_269.png,rtts,1.18217742
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Baidu_479.png,rtts,1.18973768
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Baidu_523.png,rtts,1.31944335
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Bing_064.png,rtts,0.73953503
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Bing_221.png,rtts,0.18622337
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Bing_390.png,rtts,0.76186687
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Bing_533.png,rtts,1.39955223
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Bing_662.png,rtts,0.25072512
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Google_239.png,rtts,1.20813012
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Google_341.png,rtts,1.33834994
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CD_Google_372.png,rtts,0.36592436
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Baidu_062.png,rtts,0.83537161
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Baidu_199.png,rtts,0.88793534
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Baidu_291.png,rtts,0.66253889
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Bing_342.png,rtts,1.65442038
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Google_290.png,rtts,1.52263069
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/CQ_Google_763.png,rtts,0.76034558
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/DJ_Bing_372.png,rtts,0.70808959
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/DJ_Google_425.png,rtts,1.37518537
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Bing_106.png,rtts,0.34148985
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Bing_304.png,rtts,1.66691530
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Bing_405.png,rtts,0.64372772
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Bing_410.png,rtts,0.68018615
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Bing_422.png,rtts,0.83145016
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_040.png,rtts,0.74649483
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_073.png,rtts,0.19274902
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_279.png,rtts,0.18202253
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_348.png,rtts,0.68871772
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_362.png,rtts,1.22812343
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_501.png,rtts,0.77580214
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_515.png,rtts,0.49390125
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_599.png,rtts,0.69172680
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_694.png,rtts,0.29373392
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/FogDr_Google_724.png,rtts,0.71966183
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GRCN_Google_330.png,rtts,1.18588150
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GRCN_Google_517.png,rtts,1.16379392
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GRCN_Google_713.png,rtts,0.31889775
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_036.png,rtts,1.17243028
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_075.png,rtts,0.48202276
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1027.png,rtts,1.02457106
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1046.png,rtts,0.55956703
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1072.png,rtts,0.66399491
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1074.png,rtts,1.08782423
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1086.png,rtts,1.08420539
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1102.png,rtts,1.52798307
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1135.png,rtts,0.49880224
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1158.png,rtts,0.63614804
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1177.png,rtts,0.87120146
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1190.png,rtts,1.10110807
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1210.png,rtts,0.93518382
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1216.png,rtts,0.77174979
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_1249.png,rtts,0.65041572
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_173.png,rtts,1.17351878
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_220.png,rtts,0.93442899
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_249.png,rtts,0.86834919
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_474.png,rtts,1.10933292
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_476.png,rtts,0.44861624
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_478.png,rtts,0.47666898
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_529.png,rtts,0.69036853
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_610.png,rtts,0.45353025
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_616.png,rtts,1.04944479
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_623.png,rtts,0.59468734
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_684.png,rtts,0.66491729
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_715.png,rtts,0.52063316
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_726.png,rtts,1.37250948
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_751.png,rtts,1.30520689
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_808.png,rtts,1.01846087
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_830.png,rtts,1.23661625
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_896.png,rtts,0.50854576
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_906.png,rtts,0.96636552
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_955.png,rtts,1.06753862
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Baidu_957.png,rtts,0.45542106
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_025.png,rtts,0.53014749
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_049.png,rtts,1.57013500
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_113.png,rtts,1.22441888
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_171.png,rtts,0.90604854
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_337.png,rtts,1.41857874
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_355.png,rtts,0.82234114
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_372.png,rtts,1.11096132
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_408.png,rtts,0.70859909
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_597.png,rtts,1.34888089
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Bing_688.png,rtts,0.46496597
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_009.png,rtts,0.93522686
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_120.png,rtts,0.00532151
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_15.png,rtts,1.39348471
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_227.png,rtts,1.76286256
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_366.png,rtts,1.20698082
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_402.png,rtts,1.27760851
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_485.png,rtts,1.37539911
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_587.png,rtts,0.94060218
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/GSGL_Google_723.png,rtts,1.22000849
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HC_Bing_388.png,rtts,1.50208402
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HC_Google_361.png,rtts,0.82612699
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HC_Google_524.png,rtts,0.69893980
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HC_Google_543.png,rtts,1.06215131
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_05.png,rtts,0.66199672
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_070.png,rtts,1.10022569
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_199.png,rtts,1.15206432
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_28.png,rtts,0.98265654
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_328.png,rtts,1.38424408
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_335.png,rtts,1.00552189
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_472.png,rtts,0.79185730
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_497.png,rtts,0.64199126
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_554.png,rtts,0.86046624
~/project/可见度识别研究/数据集_prepared/low_visibility_kd/external_eval/rtts_yolo/images/test/HEB_Baidu_772.png,rtts,1.56031394
